school_name,school_section,cca_grouping_desc,cca_generic_name,cca_customized_name
GUANGYANG PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,BROWNIES,na
GUANGYANG PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ENSEMBLE - ANGKLUNG/KULINTANG,na
GUANGYANG PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ENSEMBLE - HANDBELL/HANDCHIME,A# TALENT DEVELOPMENT
GUANGYANG PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - CHINESE,na
GUANGYANG PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - INDIAN,na
GUANGYANG PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - MALAY,na
GUANGYANG PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,COMPUTER CLUB,INFOCOMM CLUB
GUANGYANG PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,SCIENCE SOCIETY,SCIENCE & ENVIRONMENTAL CLUB
GUANGYANG PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,WEIQI CLUB,na
ELIAS PARK PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,TABLE TENNIS,na
ELIAS PARK PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,VOLLEYBALL,na
ELIAS PARK PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,SCOUTS,na
ELIAS PARK PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ORCHESTRA - CHINESE,na
ELIAS PARK PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - INTERNATIONAL,na
NORTH VIEW PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FLOORBALL,na
NORTH VIEW PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,BOYS' BRIGADE,na
NORTH VIEW PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,GIRLS' BRIGADE,na
NORTH VIEW PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,SCOUTS,CUB SCOUTS
NORTH VIEW PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na
NORTH VIEW PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ENSEMBLE - GUZHENG,na
NORTH VIEW PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - CHINESE,na
NORTH VIEW PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - INDIAN,na
NORTH VIEW PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DRAMA - ENGLISH,DRAMA CLUB
NORTH VIEW PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFT CLUB,CREATIVE HANDS
NORTH VIEW PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,ROBOTICS CLUB,na
PIONEER PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BASKETBALL,Basketball
PIONEER PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,NETBALL,Netball
PIONEER PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FOOTBALL,FOOTBALL
PIONEER PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,TRACK & FIELD,Athletics
PIONEER PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,WUSHU,Wushu
PIONEER PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,ROPE SKIPPING,Rope Skipping
PIONEER PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,SCOUTS,Cub Scouts
PIONEER PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ORCHESTRA - CHINESE,Chinese Orchestra
PIONEER PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,Choir
PIONEER PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - CHINESE,Chinese Dance & Rhythmic Gymnastic
PIONEER PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - INDIAN,Indian Dance
PIONEER PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - MALAY,Malay Dance
PIONEER PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,IT CLUB,InfoCom Club (IT Media)
PIONEER PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,ROBOTICS CLUB,InfoCom Club (Robotics)
PIONEER PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,SCIENCE CLUB,Environment Club
PUNGGOL PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BASKETBALL,na
PUNGGOL PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,HOCKEY,na
PUNGGOL PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,BOYS' BRIGADE,na
PUNGGOL PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,GIRLS' BRIGADE,na
PUNGGOL PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ENSEMBLE - ANGKLUNG/KULINTANG,na
PUNGGOL PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na
PUNGGOL PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ENSEMBLE - GUZHENG,na
PUNGGOL PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - CHINESE,na
PUNGGOL PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - INDIAN,na
PUNGGOL PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - MALAY,na
PUNGGOL PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,BAND - CONCERT,na
PUNGGOL PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFT CLUB,Art Club
PUNGGOL PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,MATHEMATICS SOCIETY,MATHS CLUB
PUNGGOL PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE CALLIGRAPHY AND BRUSH PAINTING,na
PUNGGOL PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,GREEN CLUB,Science and Innovation Club
PUNGGOL PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,LIBRARY,na
PUNGGOL PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,INFOCOM CLUB,na
PUNGGOL PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,SCIENCE CLUB,E2K SCIENCE CLUB
PUNGGOL PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,TECHNOLOGY CLUB,ROBOTICS CLUB
PARK VIEW PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,HOCKEY,na
PARK VIEW PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,NETBALL,na
PARK VIEW PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FOOTBALL,na
PARK VIEW PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,WUSHU,na
PARK VIEW PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,VOLLEYBALL,na
PARK VIEW PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,SCOUTS,na
PARK VIEW PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na
PARK VIEW PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ENSEMBLE - GUZHENG,na
PARK VIEW PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - INTERNATIONAL,na
PARK VIEW PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFT CLUB,na
ADMIRALTY PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FOOTBALL,na
ADMIRALTY PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,TRACK & FIELD,na
ADMIRALTY PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,WUSHU,na
ADMIRALTY PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,ROPE SKIPPING,na
ADMIRALTY PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,SCOUTS,na
ADMIRALTY PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,BROWNIES,na
ADMIRALTY PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na
ADMIRALTY PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ENSEMBLE - GUITAR,na
ADMIRALTY PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - CHINESE,na
ADMIRALTY PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - INDIAN,na
ADMIRALTY PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - MALAY,na
ADMIRALTY PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,PHOTOGRAPHIC SOCIETY,PHOTOGRAPHY CLUB
ADMIRALTY PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,GREEN CLUB,na
ADMIRALTY PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,INNOVATION SOCIETY,INNOVATION CLUB
ADMIRALTY PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,INFOCOM CLUB,na
SENG KANG PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BASKETBALL,na
SENG KANG PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,HOCKEY,na
SENG KANG PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,TRACK & FIELD,na
SENG KANG PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,CATCH THEM YOUNG,P3 MODULAR
SENG KANG PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,SCOUTS,na
SENG KANG PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,BROWNIES,na
SENG KANG PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ENSEMBLE - HANDBELL/HANDCHIME,na
SENG KANG PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - INTERNATIONAL,MODERN DANCE
SENG KANG PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - MALAY,MALAY DANCE
SENG KANG PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFT CLUB,ART CLUB
SENG KANG PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,CHESS CLUB,na
SENG KANG PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,LDDS - ENGLISH,ENGLISH COMES ALIVE
SENG KANG PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,IT CLUB,IT/MEDIA CLUB
SENG KANG PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,LIBRARY,na
WOODLANDS RING PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BASKETBALL,na
WOODLANDS RING PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FOOTBALL,na
WOODLANDS RING PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,ROPE SKIPPING,na
WOODLANDS RING PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,SCOUTS,CUB SCOUTS
WOODLANDS RING PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na
WOODLANDS RING PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - INTERNATIONAL,HIP HOP DANCE
WOODLANDS RING PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - CHINESE,na
WOODLANDS RING PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - INDIAN,na
WOODLANDS RING PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - MALAY,na
WOODLANDS RING PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,BAND - CONCERT,BRASS BAND
WOODLANDS RING PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFT CLUB,na
WOODLANDS RING PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,COMPUTER CLUB,Infocomm Club
WOODLANDS RING PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,SCIENCE CLUB,GREEN CLUB
WEST VIEW PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BASKETBALL,BASKETBALL
WEST VIEW PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,RUGBY,RUGBY
WEST VIEW PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FLOORBALL,FLOORBALL
WEST VIEW PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,SCOUTS,SCOUTS
WEST VIEW PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,BAND - BRASS,BAND
WEST VIEW PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - CHINESE,DANCE-CHINESE
WEST VIEW PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - MALAY,DANCE-MALAY
WHITE SANDS PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,NETBALL,na
WHITE SANDS PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FOOTBALL,FOOTBALL
WHITE SANDS PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,TABLE TENNIS,na
WHITE SANDS PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,SCOUTS,na
WHITE SANDS PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ENSEMBLE - ANGKLUNG/KULINTANG,na
WHITE SANDS PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na
WHITE SANDS PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ENSEMBLE - GUZHENG,na
WHITE SANDS PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - INTERNATIONAL,na
WHITE SANDS PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - CHINESE,na
WHITE SANDS PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - MALAY,na
WHITE SANDS PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFT CLUB,ART CLUB
WHITE SANDS PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,INFOCOM CLUB,na
UNITY PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BADMINTON,na
UNITY PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BASKETBALL,na
UNITY PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,NETBALL,na
UNITY PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FOOTBALL,na
UNITY PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,SCOUTS,na
UNITY PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ENSEMBLE - ANGKLUNG/KULINTANG,na
UNITY PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ENSEMBLE - HANDBELL/HANDCHIME,na
UNITY PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - CHINESE,na
UNITY PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - MALAY,na
UNITY PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,MATHEMATICS SOCIETY,MATHEMATICS CLUB
UNITY PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,LIBRARY,na
UNITY PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,ENVIRONMENTAL CLUB,SCIENCE and GREEN CLUB
UNITY PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,INFOCOM CLUB,na
CANBERRA PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BADMINTON,na
CANBERRA PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BASKETBALL,na
CANBERRA PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FOOTBALL,na
CANBERRA PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,TRACK & FIELD,na
CANBERRA PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,SCOUTS,na
CANBERRA PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,BROWNIES,na
CANBERRA PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na
CANBERRA PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - CHINESE,CHINESE DANCE
CANBERRA PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - INDIAN,INDIAN DANCE
CANBERRA PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - MALAY,MALAY DANCE
CANBERRA PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,BAND - CONCERT,CONCERT BAND
CANBERRA PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFT CLUB,ART CLUB
CANBERRA PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,LDDS - ENGLISH,ENGLISH LANGUAGE DRAMA AND DANCE CLUB
CANBERRA PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,SCIENCE SOCIETY,SCIENCE AND ENVIRONMENT CLUB
CANBERRA PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,ROBOTICS CLUB,na
CANBERRA PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,LIBRARY,LIBRARY AMBASSADORS CLUB
RIVERVALE PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BADMINTON,BADMINTON
RIVERVALE PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,HOCKEY,HOCKEY
RIVERVALE PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FOOTBALL,SOCCER
RIVERVALE PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,TRACK & FIELD,ATHLETICS
RIVERVALE PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,SINGAPORE RED CROSS SOCIETY,RED CROSS YOUTH
RIVERVALE PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,SCOUTS,SCOUTS
RIVERVALE PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,CHOIR
RIVERVALE PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,BAND - BRASS,BRASS BAND
RIVERVALE PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ENSEMBLE - GUZHENG,GUZHENG
RIVERVALE PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - BALLET,FUSION DANCE
RIVERVALE PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - CHINESE,CHINESE DANCE
RIVERVALE PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - INDIAN,INDIAN DANCE
RIVERVALE PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - MALAY,MALAY DANCE
RIVERVALE PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFT CLUB,ART CLUB
RIVERVALE PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,LION DANCE TROUPE,LION DANCE
RIVERVALE PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,ROBOTICS CLUB,ROBOTICS
JURONG WEST PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BADMINTON,BADMINTON
JURONG WEST PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BASKETBALL,BASKETBALL
JURONG WEST PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,HOCKEY,HOCKEY
JURONG WEST PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,NETBALL,na
JURONG WEST PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FOOTBALL,SOCCER
JURONG WEST PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,TRACK & FIELD,na
JURONG WEST PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,TAEKWONDO,na
JURONG WEST PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,SCOUTS,na
JURONG WEST PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,CHOIR
JURONG WEST PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - CHINESE,DANCE- CHINESE
JURONG WEST PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - INDIAN,DANCE - INDIAN
JURONG WEST PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - MALAY,MALAY AESTHETICS
JURONG WEST PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,BAND - CONCERT,na
JURONG WEST PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFT CLUB,na
JURONG WEST PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,HEALTH AND FITNESS CLUB,na
CORAL PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FOOTBALL,na
CORAL PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,WUSHU,na
CORAL PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,SINGAPORE RED CROSS SOCIETY,na
CORAL PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,SCOUTS,na
CORAL PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na
CORAL PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - CHINESE,na
CORAL PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - MALAY,na
CORAL PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFT CLUB,na
CORAL PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DIGITAL VIDEO CLUB,INFO-COMM CLUB
EAST SPRING PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FOOTBALL,na
EAST SPRING PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,WUSHU,na
EAST SPRING PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,VOLLEYBALL,na
EAST SPRING PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,MODULAR SPORTS,na
EAST SPRING PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,SCOUTS,na
EAST SPRING PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,BROWNIES,na
EAST SPRING PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na
EAST SPRING PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ENSEMBLE - GUITAR,na
EAST SPRING PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ENSEMBLE - GUZHENG,na
EAST SPRING PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - CHINESE,na
EAST SPRING PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - INDIAN,INDIAN DANCE
EAST SPRING PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - MALAY,na
EAST SPRING PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFT CLUB,na
EAST SPRING PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,SCIENCE CLUB,SCIENCE AND TECHNOLOGY CLUB
EAST SPRING PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,MEDIA RESOURCE AND IT CLUB,na
COMPASSVALE PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BASKETBALL,na
COMPASSVALE PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,NETBALL,na
COMPASSVALE PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FOOTBALL,na
COMPASSVALE PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,TRACK & FIELD,na
COMPASSVALE PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,WUSHU,na
COMPASSVALE PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,GOLF,na
COMPASSVALE PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,SINGAPORE RED CROSS SOCIETY,na
COMPASSVALE PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ENSEMBLE - HARMONICA,na
COMPASSVALE PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,BAND - BRASS,na
COMPASSVALE PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - CHINESE,na
COMPASSVALE PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - INDIAN,na
COMPASSVALE PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - MALAY,na
COMPASSVALE PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DRAMA - ENGLISH,Speech and Drama Club
COMPASSVALE PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,ROBOTICS CLUB,ROBOTICS CLUB
COMPASSVALE PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,SCIENCE CLUB,na
WOODGROVE PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BADMINTON,na
WOODGROVE PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BASKETBALL,na
WOODGROVE PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,NETBALL,na
WOODGROVE PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FOOTBALL,na
WOODGROVE PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,TABLE TENNIS,na
WOODGROVE PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,TAEKWONDO,na
WOODGROVE PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,ROPE SKIPPING,na
WOODGROVE PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,SCOUTS,na
WOODGROVE PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,BROWNIES,na
WOODGROVE PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ORCHESTRA - CHINESE,na
WOODGROVE PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na
WOODGROVE PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - INTERNATIONAL,na
